id,usuario,fecha,texto,texto_limpio,categoria,puntuacion
322,,2026-06-17,"2,04484E+18 fatima29???? calla pajero 16/04/2026 13:05 0 0 0 1 0 14 29????| A|M. ?? VERDADERO 10/03/2017 15:50 Lima, Peru 288 178 12418 215 6932 FALSO FALSO",2 04484e 18 fatima29 calla pajero 16 04 2026 13 05 0 0 0 1 0 14 29 a m verdadero 10 03 2017 15 50 lima peru 288 178 12418 215 6932 falso falso,negativo,-1.4286
323,,2026-06-17,"2,04493E+18 Carlos Rojas Sifuentes Pobre diablo, con esto se evidencia tu servicio al pacto mafioso. 16/04/2026 19:21 0 0 0 1 0 19 FALSO 06/11/2010 17:50 Lima 713 954 14845 12861 41497 FALSO FALSO",2 04493e 18 carlos rojas sifuentes pobre diablo con esto se evidencia tu servicio al pacto mafioso 16 04 2026 19 21 0 0 0 1 0 19 falso 06 11 2010 17 50 lima 713 954 14845 12861 41497 falso falso,negativo,-0.7143
324,,2026-06-17,"2,0448E+18 |°?LuluaniRM.13?°| ? Que palabra tiene alguien que presuntamente convirtió palacio en un lugar de cambio de favores. Por favor tantita cara en la sangre se debe tener. Peor alguien que habla desde su privilegio por gobiernos qué fueron como el suyo tenemos que estar entre KEIKO, RLA y JP. Ineptos. 16/04/2026 10:23 0 0 0 1 0 505 ""?13?°????°? 58?",2 0448e 18 luluanirm 13 que palabra tiene alguien que presuntamente convirtió palacio en un lugar de cambio de favores por favor tantita cara en la sangre se debe tener peor alguien que habla desde su privilegio por gobiernos qué fueron como el suyo tenemos que estar entre keiko rla y jp ineptos 16 04 2026 10 23 0 0 0 1 0 505 13 58,negativo,-0.303
327,,2026-06-17,"2,0448E+18 .us La también vá a tocar tu puerta por violín. 16/04/2026 10:41 0 0 0 1 0 14 Somos el único periódico educativo y cultural dedicado a la Comunidad Latina del Norte de Area de la Bahía. FALSO 07/06/2016 14:12 Santa Rosa, CA 309 442 68243 5825 41095 FALSO FALSO",2 0448e 18 us la también vá a tocar tu puerta por violín 16 04 2026 10 41 0 0 0 1 0 14 somos el único periódico educativo y cultural dedicado a la comunidad latina del norte de area de la bahía falso 07 06 2016 14 12 santa rosa ca 309 442 68243 5825 41095 falso falso,negativo,-0.5085
328,,2026-06-17,"2,0448E+18 GPALMA. Y todos los que no votamos por RLA ni KEYKO esperamos que el presidente qué pase permita que seas JUZGADO COMO TE MERECES, ningún presidente debe reunirse a escondidas con depredadores lobistas. menos un títere qué no hizo nada más que figuretear. 16/04/2026 10:42 0 0 0 1 0 90 Hombre falla del sistema mal educativo del Perú. FALSO 22/05/2014 22:28 lima Perú 27 149 628 41 764 FALSO FALSO",2 0448e 18 gpalma y todos los que no votamos por rla ni keyko esperamos que el presidente qué pase permita que seas juzgado como te mereces ningún presidente debe reunirse a escondidas con depredadores lobistas menos un títere qué no hizo nada más que figuretear 16 04 2026 10 42 0 0 0 1 0 90 hombre falla del sistema mal educativo del perú falso 22 05 2014 22 28 lima perú 27 149 628 41 764 falso falso,negativo,-0.5
329,,2026-06-17,"2,04485E+18 Armando Mejor sigue viendo porno, eres un inútil. 16/04/2026 13:57 0 0 0 1 0 10 Me divierte leer tweets. VERDADERO 14/12/2022 8:22 Lima, Perú 150 699 33234 6069 16771 FALSO FALSO",2 04485e 18 armando mejor sigue viendo porno eres un inútil 16 04 2026 13 57 0 0 0 1 0 10 me divierte leer tweets verdadero 14 12 2022 8 22 lima perú 150 699 33234 6069 16771 falso falso,negativo,-0.4878
330,,2026-06-17,"2,04483E+18 ORPIO Violines unidos, jamás serán vencidos. 16/04/2026 12:39 0 0 0 1 0 18 Salesiano, Ing. Ind. músico, poeta, loco. Defensor de democracia, con toda sus falencias. Irreductible luchador contra toda dictadura de derecha o de izquierda. FALSO 02/01/2019 14:22 1449 964 223772 220 38989 FALSO FALSO",2 04483e 18 orpio violines unidos jamás serán vencidos 16 04 2026 12 39 0 0 0 1 0 18 salesiano ing ind músico poeta loco defensor de democracia con toda sus falencias irreductible luchador contra toda dictadura de derecha o de izquierda falso 02 01 2019 14 22 1449 964 223772 220 38989 falso falso,negativo,-0.5357
333,,2026-06-17,Debes irte preso!,debes irte preso,muy negativo,-6.6667
340,,2026-06-17,"2,04491E+18 Gistoria. SN Pucha máquina. Para presidenta mejor hubiera estado yo. A nivel internacional RLA es un peligro y Keiko igual 16/04/2026 17:31 0 0 0 1 0 51 Por un país sin fujimoristas celestes y naranjas FALSO 20/02/2013 15:50 30 43 2670 104 937 FALSO FALSO",2 04491e 18 gistoria sn pucha máquina para presidenta mejor hubiera estado yo a nivel internacional rla es un peligro y keiko igual 16 04 2026 17 31 0 0 0 1 0 51 por un país sin fujimoristas celestes y naranjas falso 20 02 2013 15 50 30 43 2670 104 937 falso falso,negativo,-0.3636
341,,2026-06-17,"2,04491E+18 Luzmi Fernandez Seguro que este pendeivis quiere un puesto en el estado pensando que el puerco va a ganar. Tremendo chupasangre es el pajerin 16/04/2026 17:26 0 0 0 1 0 25 FALSO 21/03/2025 8:12 29 505 1302 78 448 FALSO FALSO",2 04491e 18 luzmi fernandez seguro que este pendeivis quiere un puesto en el estado pensando que el puerco va a ganar tremendo chupasangre es el pajerin 16 04 2026 17 26 0 0 0 1 0 25 falso 21 03 2025 8 12 29 505 1302 78 448 falso falso,negativo,-0.3922
342,,2026-06-17,"2,04479E+18 onkoy3 ??| ETHGas ? corrupto sádico pornográfico eres una verguenza, acusado de violador te puso de presidente la bancada de aliaga y keiko por eso los apoyas, kieres pagarte otra cirugía y liposucción 16/04/2026 9:49 0 0 0 1 0 36 VERDADERO 26/02/2020 19:16 164 3087 6162 1448 14056 FALSO FALSO",2 04479e 18 onkoy3 ethgas corrupto sádico pornográfico eres una verguenza acusado de violador te puso de presidente la bancada de aliaga y keiko por eso los apoyas kieres pagarte otra cirugía y liposucción 16 04 2026 9 49 0 0 0 1 0 36 verdadero 26 02 2020 19 16 164 3087 6162 1448 14056 falso falso,negativo,-1.3793
347,,2026-06-17,"2,04482E+18 María Conchita "" Equis dé violín de mierda",2 04482e 18 maría conchita equis dé violín de mierda,muy negativo,-6.0
348,,2026-06-17,"Menos mal no estuviste en el proceso o estarías llorando fraude qué daño hiciste al país en pocas semanas hdp"" 16/04/2026 12:00 0 0 0 1 0 23 bastard of light FALSO 11/06/2021 17:21 68 326 39148 887 10649 FALSO FALSO",menos mal no estuviste en el proceso o estarías llorando fraude qué daño hiciste al país en pocas semanas hdp 16 04 2026 12 00 0 0 0 1 0 23 bastard of light falso 11 06 2021 17 21 68 326 39148 887 10649 falso falso,muy negativo,-2.1277
352,,2026-06-17,"2,04479E+18 Chiwako Pajerin, con plata ajena 16/04/2026 9:50 0 0 0 1 0 17 ""Cóndor-Eagle & Pachamama",2 04479e 18 chiwako pajerin con plata ajena 16 04 2026 9 50 0 0 0 1 0 17 cóndor eagle pachamama,negativo,-1.8182
357,,2026-06-17,"2,04484E+18 M. Que concha se carga el Pajeri 16/04/2026 13:20 0 0 0 1 0 9 ?? VERDADERO 21/05/2011 13:11 Peru 19 95 12181 33 2714 FALSO FALSO",2 04484e 18 m que concha se carga el pajeri 16 04 2026 13 20 0 0 0 1 0 9 verdadero 21 05 2011 13 11 peru 19 95 12181 33 2714 falso falso,negativo,-0.8571
359,,2026-06-17,"2,04482E+18 De la A hasta la Z Silencio pajero? violín no mata a violín, no? 16/04/2026 11:35 1 0 0 1 0 20 Striker? y dale U ???? FALSO 11/02/2011 17:12 544 444 195736 840 31389 FALSO FALSO",2 04482e 18 de la a hasta la z silencio pajero violín no mata a violín no 16 04 2026 11 35 1 0 0 1 0 20 striker y dale u falso 11 02 2011 17 12 544 444 195736 840 31389 falso falso,negativo,-2.0
360,,2026-06-17,"2,04486E+18 Gabych?? El país está súper dividido debido a las indiferencias, ¿qué nos garantiza que personas como esos dos candidatos nos darán algún cambio?, ya llevan varios años en la política y lo único que han hecho es obrar mal en la cara de todos nosotros. 16/04/2026 14:30 0 0 0 1 0 366 Mi sueño es comer una torta de causa | she/her ???? FALSO 16/05/2021 19:04 4 163 14044 17 3245 FALSO FALSO",2 04486e 18 gabych el país está súper dividido debido a las indiferencias qué nos garantiza que personas como esos dos candidatos nos darán algún cambio ya llevan varios años en la política y lo único que han hecho es obrar mal en la cara de todos nosotros 16 04 2026 14 30 0 0 0 1 0 366 mi sueño es comer una torta de causa she her falso 16 05 2021 19 04 4 163 14044 17 3245 falso falso,negativo,-0.2439
363,,2026-06-17,"2,0448E+18 rurhttt Calla cachero 16/04/2026 10:24 0 0 0 1 0 7 ""20 yo",2 0448e 18 rurhttt calla cachero 16 04 2026 10 24 0 0 0 1 0 7 20 yo,negativo,-1.0526
366,,2026-06-17,"2,04497E+18 Jhonny Howleet Fuera conchetumare volviste palacio de gobierno tu telo personal y enriqueciste a tus prostitutas con el dinero del pueblo mejor cierra a tu cuenta mierda el pais te repudia. Solo eres uno más de los tantos políticos corruptos, traidores a la patria y a la gente. 16/04/2026 21:26 0 0 0 1 0 49 Nuevo inicio VERDADERO 13/04/2022 9:18 7 165 2092 185 3232 FALSO FALSO",2 04497e 18 jhonny howleet fuera conchetumare volviste palacio de gobierno tu telo personal y enriqueciste a tus prostitutas con el dinero del pueblo mejor cierra a tu cuenta mierda el pais te repudia solo eres uno más de los tantos políticos corruptos traidores a la patria y a la gente 16 04 2026 21 26 0 0 0 1 0 49 nuevo inicio verdadero 13 04 2022 9 18 7 165 2092 185 3232 falso falso,negativo,-1.2987
367,,2026-06-17,"2,04482E+18 Carlos Amagi Por tu culpa, pajero imbécil, otros imbéciles te destituyeron. 16/04/2026 11:40 0 0 0 1 0 17 Libertad ? Equilibrio ? Nullius in Verba FALSO 02/04/2020 11:45 437 1816 25631 1217 9769 FALSO FALSO",2 04482e 18 carlos amagi por tu culpa pajero imbécil otros imbéciles te destituyeron 16 04 2026 11 40 0 0 0 1 0 17 libertad equilibrio nullius in verba falso 02 04 2020 11 45 437 1816 25631 1217 9769 falso falso,negativo,-0.6977
368,,2026-06-17,"2,04479E+18 ManUel ArrUnátegui JUarez Difícil leer cualquier opinión suya. 16/04/2026 9:50 0 0 0 1 0 8 Chalaco. Arquitecto (UNFV) y Bach. Matemáticas (UNSLG). La LEALTAD no se negocia. Amante del futbol. Hincha de Universitario. Debemos enseñar lo que sabemos. FALSO 01/07/2014 19:14 103 398 11970 305 11308 FALSO FALSO",2 04479e 18 manuel arrunátegui juarez difícil leer cualquier opinión suya 16 04 2026 9 50 0 0 0 1 0 8 chalaco arquitecto unfv y bach matemáticas unslg la lealtad no se negocia amante del futbol hincha de universitario debemos enseñar lo que sabemos falso 01 07 2014 19 14 103 398 11970 305 11308 falso falso,negativo,-0.1724
371,,2026-06-17,"2,04479E+18 Alcón Blanco Ya llegará tu hora, falta poco ntp. Corrupto hijo de puta el daño que le haces al país. Te asusta no ! 16/04/2026 9:37 0 0 0 1 0 6 Emprendedor que apuesta por el Perú - Cajamarca. VERDADERO 03/02/2011 23:10 Lima, Peru 141 1209 37607 143 4375 FALSO FALSO",2 04479e 18 alcón blanco ya llegará tu hora falta poco ntp corrupto hijo de puta el daño que le haces al país te asusta no 16 04 2026 9 37 0 0 0 1 0 6 emprendedor que apuesta por el perú cajamarca verdadero 03 02 2011 23 10 lima peru 141 1209 37607 143 4375 falso falso,negativo,-1.5254
372,,2026-06-17,"2,04496E+18 Kassandra ?? No debieron vacarte!!!! Es inconstitucional, pero qué se puede esperar de un zurdo terrorista de estado? En realidad se disfrazan de comunistas, pero lo que son, es una manga de rateros sin precedentes. 16/04/2026 20:54 4 0 0 1 0 456 ""28",2 04496e 18 kassandra no debieron vacarte es inconstitucional pero qué se puede esperar de un zurdo terrorista de estado en realidad se disfrazan de comunistas pero lo que son es una manga de rateros sin precedentes 16 04 2026 20 54 4 0 0 1 0 456 28,negativo,-1.6327
376,,2026-06-17,"Payaso lobista q ahora se atreve a proponer a sus compinches de la derecha como opción salvadora para el Perú. Para que? Para q siga la farra y la ratería del pacto mafioso del que fuiste parte"" 16/04/2026 22:18 0 0 0 1 0 193 FALSO 28/11/2010 22:59 60 207 12410 530 3675 FALSO FALSO",payaso lobista q ahora se atreve a proponer a sus compinches de la derecha como opción salvadora para el perú para que para q siga la farra y la ratería del pacto mafioso del que fuiste parte 16 04 2026 22 18 0 0 0 1 0 193 falso 28 11 2010 22 59 60 207 12410 530 3675 falso falso,negativo,-0.8197
378,,2026-06-17,"2,0449E+18 ???? Percy Aurelio ???? Y Dale U ? 29 Calla títere de Fujimorismo 16/04/2026 17:02 0 0 0 1 0 8 NO EXISTE MEJOR REGALO QUE APROVECHAR CADA INSTANTE DE TU VIDA CON UNA SONRISA VERDADERO 13/02/2010 21:22 Peru - Lima 124 797 5874 238 4041 FALSO FALSO",2 0449e 18 percy aurelio y dale u 29 calla títere de fujimorismo 16 04 2026 17 02 0 0 0 1 0 8 no existe mejor regalo que aprovechar cada instante de tu vida con una sonrisa verdadero 13 02 2010 21 22 peru lima 124 797 5874 238 4041 falso falso,negativo,-0.3774
379,,2026-06-17,"2,04479E+18 Luis Pauyac 3 millones (max) de votos no es la representación de un pais. Estariamos en segunda vuelta con las dos personas que siguen haciendo leyes a beneficio propio. Este desastre de elecciones es obra de esos 2. Pero es mucho razonamiento para un simple titere de dicha mafia.Adios Jeri 16/04/2026 9:48 0 0 0 1 0 757 FALSO 05/12/2011 20:13 20 5 1645 16 289 FALSO FALSO",2 04479e 18 luis pauyac 3 millones max de votos no es la representación de un pais estariamos en segunda vuelta con las dos personas que siguen haciendo leyes a beneficio propio este desastre de elecciones es obra de esos 2 pero es mucho razonamiento para un simple titere de dicha mafia adios jeri 16 04 2026 9 48 0 0 0 1 0 757 falso 05 12 2011 20 13 20 5 1645 16 289 falso falso,negativo,-0.1282
381,,2026-06-17,"No me caes mal, pero pudiste madurar y no cagarla.",no me caes mal pero pudiste madurar y no cagarla,negativo,-2.0
384,,2026-06-17,"2,04479E+18 KTRINA x pajero ahora tuvimos que enfrentar esto con Balcazar, mejor callese. 16/04/2026 9:33 0 0 0 1 0 50 Fuera todos! FALSO 10/02/2022 20:36 20 266 3344 1 421 FALSO FALSO",2 04479e 18 ktrina x pajero ahora tuvimos que enfrentar esto con balcazar mejor callese 16 04 2026 9 33 0 0 0 1 0 50 fuera todos falso 10 02 2022 20 36 20 266 3344 1 421 falso falso,negativo,-1.2195
385,,2026-06-17,"2,04479E+18 Talonasky Para que te hayas acomodado entre Keiko y Aliaga definitivamente es porque ahí te sabes impune de todo el rosario definitivamente delitos. Ojalá gane Sanchez para que exista al menos presión por mandarte a la cárcel. Sinvergüenza acusado de violador y delincuente. 16/04/2026 9:57 0 0 0 1 0 251 Entre pájaros y árboles. VERDADERO 01/04/2010 11:56 89 1466 15398 29 8180 FALSO FALSO",2 04479e 18 talonasky para que te hayas acomodado entre keiko y aliaga definitivamente es porque ahí te sabes impune de todo el rosario definitivamente delitos ojalá gane sanchez para que exista al menos presión por mandarte a la cárcel sinvergüenza acusado de violador y delincuente 16 04 2026 9 57 0 0 0 1 0 251 entre pájaros y árboles verdadero 01 04 2010 11 56 89 1466 15398 29 8180 falso falso,negativo,-1.6216
386,,2026-06-17,"2,04479E+18 Hector Garcia IDIOTA. Manten la boca cerrada y desintegrate en el olvido hasta que la justicia te alcance. 16/04/2026 9:39 1 0 0 1 0 40 Derecha, muy a la derecha.??????AntiComunista. Por Dios, por la Patria, por la Familia, por la Libertad. ???????? Mil gracias Alberto Fujimori. FALSO 09/03/2009 13:55 Peru 1739 2452 399464 5161 313110 FALSO FALSO",2 04479e 18 hector garcia idiota manten la boca cerrada y desintegrate en el olvido hasta que la justicia te alcance 16 04 2026 9 39 1 0 0 1 0 40 derecha muy a la derecha anticomunista por dios por la patria por la familia por la libertad mil gracias alberto fujimori falso 09 03 2009 13 55 peru 1739 2452 399464 5161 313110 falso falso,negativo,-0.3731
388,,2026-06-17,"2,04478E+18 Migue ?????? Quien es este webon??? 16/04/2026 9:27 0 0 0 1 0 8 ""Informático/Informaticien",2 04478e 18 migue quien es este webon 16 04 2026 9 27 0 0 0 1 0 8 informático informaticien,negativo,-0.9524
393,,2026-06-17,"2,04481E+18 Punto y aparte(.|?) "" A ver, por hacer un ejercicio ocioso de responder a cualquiera. Creo que entendí """"mi herencia de un gobierno de desorden, frivolidad, nulidad y bastante robo debe continuar con López Aliaga""""."" 16/04/2026 10:59 0 0 0 1 0 917 Geopolítica: la disciplina maldita. FALSO 02/03/2026 16:47 Perú 8 261 1941 0 921 FALSO FALSO",2 04481e 18 punto y aparte a ver por hacer un ejercicio ocioso de responder a cualquiera creo que entendí mi herencia de un gobierno de desorden frivolidad nulidad y bastante robo debe continuar con lópez aliaga 16 04 2026 10 59 0 0 0 1 0 917 geopolítica la disciplina maldita falso 02 03 2026 16 47 perú 8 261 1941 0 921 falso falso,negativo,-0.9848
394,,2026-06-17,"2,04485E+18 Antifujimorista por dignidad y respeto a mi Pais. "" Calla PAJERO, crees que porque fuiste un sirviente más tu opinión cuenta?",2 04485e 18 antifujimorista por dignidad y respeto a mi pais calla pajero crees que porque fuiste un sirviente más tu opinión cuenta,muy negativo,-3.0435
398,,2026-06-17,"2,04489E+18 Juan Pedraza "" Ahora eres luz y guía de la DBA que te puso como marioneta de """"presidente"""" y les fallaste por actuar cómo piraña de barrio. Además buscas inmunidad, cierto?"" 16/04/2026 16:18 0 0 0 1 0 284 FALSO 24/07/2024 8:05 4 84 5165 0 381 FALSO FALSO",2 04489e 18 juan pedraza ahora eres luz y guía de la dba que te puso como marioneta de presidente y les fallaste por actuar cómo piraña de barrio además buscas inmunidad cierto 16 04 2026 16 18 0 0 0 1 0 284 falso 24 07 2024 8 05 4 84 5165 0 381 falso falso,negativo,-0.3509
399,,2026-06-17,"2,04483E+18 Marco Antonio Claro pues, si fueron ellos, el hampa narcofujicerronista quienes te pudieron en la presidencia, a ti te vale un carajo el desarrollo del país, lo que tú buscas es IMPUNIDAD miserable delincuente. 16/04/2026 12:30 0 0 0 1 0 139 """"""Las mejores cosas de tu vida se encuentran del otro lado del miedo"""""" VERDADERO 26/06/2013 22:40 47 255 889 1305 7713 FALSO FALSO",2 04483e 18 marco antonio claro pues si fueron ellos el hampa narcofujicerronista quienes te pudieron en la presidencia a ti te vale un carajo el desarrollo del país lo que tú buscas es impunidad miserable delincuente 16 04 2026 12 30 0 0 0 1 0 139 las mejores cosas de tu vida se encuentran del otro lado del miedo verdadero 26 06 2013 22 40 47 255 889 1305 7713 falso falso,negativo,-0.8108
400,,2026-06-17,"2,04478E+18 Oroyperfume Que hablaaaaaas violín, tu no pintas ni despintas. Mejor vaya a hacer tiktoks y no pierdas el tiempo dando tu opinión que a nadie le interesa 16/04/2026 9:16 0 0 0 1 0 76 Dios sobre todas las cosas FALSO 10/03/2020 23:11 135 161 12403 69 4809 FALSO FALSO",2 04478e 18 oroyperfume que hablaaaaaas violín tu no pintas ni despintas mejor vaya a hacer tiktoks y no pierdas el tiempo dando tu opinión que a nadie le interesa 16 04 2026 9 16 0 0 0 1 0 76 dios sobre todas las cosas falso 10 03 2020 23 11 135 161 12403 69 4809 falso falso,negativo,-0.5085
401,,2026-06-17,"2,04481E+18 Logan Ruiz Por la webas es ! Aunque se la chupes al cerdo tu seras investigado y mandado al penal , dónde está ves la visitadora serás tu , así que ve cuidando ese potito mi presi !!! ?? 16/04/2026 10:55 0 0 0 1 0 23 FALSO 12/10/2025 16:33 2 16 31 3 53 FALSO FALSO",2 04481e 18 logan ruiz por la webas es aunque se la chupes al cerdo tu seras investigado y mandado al penal dónde está ves la visitadora serás tu así que ve cuidando ese potito mi presi 16 04 2026 10 55 0 0 0 1 0 23 falso 12 10 2025 16 33 2 16 31 3 53 falso falso,negativo,-0.3279
403,,2026-06-17,"2,0448E+18 Una golondrina Calla pajero 16/04/2026 10:44 0 0 0 1 0 16 Arequipeña ?? ???? Un día bien al otro mal VERDADERO 14/02/2014 16:26 Arequipa, Peru 1308 339 44095 346 9927 FALSO FALSO",2 0448e 18 una golondrina calla pajero 16 04 2026 10 44 0 0 0 1 0 16 arequipeña un día bien al otro mal verdadero 14 02 2014 16 26 arequipa peru 1308 339 44095 346 9927 falso falso,negativo,-1.25
404,,2026-06-17,"2,04481E+18 Raymond Reddington Pajero conch de tu madre. Quieres evitar la cana. El 29 de julio te voy a esperar en la puerta de tu domicilio para sakart la ?? de tu m por kachar con mi plata. Hijo de ?? 16/04/2026 11:11 0 0 0 1 0 12 FALSO 15/08/2012 11:01 33 89 13149 121 9181 FALSO FALSO",2 04481e 18 raymond reddington pajero conch de tu madre quieres evitar la cana el 29 de julio te voy a esperar en la puerta de tu domicilio para sakart la de tu m por kachar con mi plata hijo de 16 04 2026 11 11 0 0 0 1 0 12 falso 15 08 2012 11 01 33 89 13149 121 9181 falso falso,negativo,-0.6154
406,,2026-06-17,"2,04484E+18 Jesús Pensando en el País es que te botaron como un perro que no sirve de la Presidencia a la que convertiste en tu casa de cita particular y encima los peruanos pagamos tus arrechuras sexuales vergüenza debería darte opinar mejor dedícate a resolver tus problemas judiciales. 16/04/2026 13:06 0 0 0 1 0 475 FALSO 12/05/2024 22:32 6 48 33 7 1489 FALSO FALSO",2 04484e 18 jesús pensando en el país es que te botaron como un perro que no sirve de la presidencia a la que convertiste en tu casa de cita particular y encima los peruanos pagamos tus arrechuras sexuales vergüenza debería darte opinar mejor dedícate a resolver tus problemas judiciales 16 04 2026 13 06 0 0 0 1 0 475 falso 12 05 2024 22 32 6 48 33 7 1489 falso falso,negativo,-0.2703
408,,2026-06-17,"2,04484E+18 hello kitty de barrio "" El pajero violador hablando de quienes deben representar el país, cuando nos volvimos vergüenza internacional por personas como tu que lo único que saben hacer es el ridículo.",2 04484e 18 hello kitty de barrio el pajero violador hablando de quienes deben representar el país cuando nos volvimos vergüenza internacional por personas como tu que lo único que saben hacer es el ridículo,muy negativo,-2.8571
409,,2026-06-17,"Anda ocupa tu tiempo en only fans nomas, pervertido."" 16/04/2026 13:09 0 0 0 1 0 863 Cuenta de mierda, que se creó para un proyecto de mierda, y ahora solo sirve para proyectar mi personalidad de mierda. FALSO 05/06/2025 17:47 1 16 304 1 51 FALSO FALSO",anda ocupa tu tiempo en only fans nomas pervertido 16 04 2026 13 09 0 0 0 1 0 863 cuenta de mierda que se creó para un proyecto de mierda y ahora solo sirve para proyectar mi personalidad de mierda falso 05 06 2025 17 47 1 16 304 1 51 falso falso,muy negativo,-2.2222
411,,2026-06-17,"2,04485E+18 Shaulin Enrique Wong Carrasco VIOLIN ?? CHIFERO #DELINCUENTE JOSÉ JERI DE SOMOS PERÚ 16/04/2026 13:28 0 0 0 1 0 5 VERDADERO 17/12/2022 22:37 15 99 11386 2411 2665 FALSO FALSO",2 04485e 18 shaulin enrique wong carrasco violin chifero delincuente josé jeri de somos perú 16 04 2026 13 28 0 0 0 1 0 5 verdadero 17 12 2022 22 37 15 99 11386 2411 2665 falso falso,negativo,-1.5385
414,,2026-06-17,"2,0448E+18 ren Callate oe 16/04/2026 10:18 0 0 0 1 0 7 ???? - standing with ????? FALSO 10/01/2023 14:31 55 149 16455 23 2131 FALSO FALSO",2 0448e 18 ren callate oe 16 04 2026 10 18 0 0 0 1 0 7 standing with falso 10 01 2023 14 31 55 149 16455 23 2131 falso falso,negativo,-0.625
416,,2026-06-17,"2,04482E+18 Carmen Nuñez "" Calla MALDITO corrupto MAFIOSO ladrón COIMERO TÍTERE DE la JAPONESA MAFIOSA PSICÓPATA",2 04482e 18 carmen nuñez calla maldito corrupto mafioso ladrón coimero títere de la japonesa mafiosa psicópata,muy negativo,-10.0
417,,2026-06-17,"Es obvio que vas apoyar a la ladrona onal cerdo ?? total , son de la MISMA CALAÑA ????????"" 16/04/2026 11:31 0 0 0 1 0 43 VERDADERO 14/04/2021 10:04 50 237 11775 67 10481 FALSO FALSO",es obvio que vas apoyar a la ladrona onal cerdo total son de la misma calaña 16 04 2026 11 31 0 0 0 1 0 43 verdadero 14 04 2021 10 04 50 237 11775 67 10481 falso falso,negativo,-1.25
418,,2026-06-17,"2,04489E+18 javiersoria Calla mierda, sigue en tu hueco 16/04/2026 16:36 0 0 0 1 0 4 FALSO 07/12/2022 6:54 Lima 1 158 553 0 146 FALSO FALSO",2 04489e 18 javiersoria calla mierda sigue en tu hueco 16 04 2026 16 36 0 0 0 1 0 4 falso 07 12 2022 6 54 lima 1 158 553 0 146 falso falso,negativo,-1.4286
425,,2026-06-17,"2,04531E+18 Javichoooz Violín y protectores violines 17/04/2026 20:23 0 0 0 0 0 5 No evado las situaciones estresantes, solo lidio con ellas a mi manera FALSO 30/12/2010 15:19 Peru 193 1370 5866 17 3816 FALSO FALSO",2 04531e 18 javichoooz violín y protectores violines 17 04 2026 20 23 0 0 0 0 0 5 no evado las situaciones estresantes solo lidio con ellas a mi manera falso 30 12 2010 15 19 peru 193 1370 5866 17 3816 falso falso,negativo,-1.3333
426,,2026-06-17,"2,04516E+18 edwin Ok, presipiraña 17/04/2026 10:34 0 0 0 0 0 5 FALSO 12/01/2013 15:49 lima peru 81 259 53942 780 16060 FALSO FALSO",2 04516e 18 edwin ok presipiraña 17 04 2026 10 34 0 0 0 0 0 5 falso 12 01 2013 15 49 lima peru 81 259 53942 780 16060 falso falso,negativo,-0.625
431,,2026-06-17,"2,04779E+18 Carlos MS Anda cumple tu tratamiento psicológico, enfermo de M 24/04/2026 16:26 0 0 0 0 0 3 | CLASE TRABAJADORA | Aliancista, Ateo y Renegón. FALSO 20/03/2010 16:01 Lima, Peru 581 1343 130482 2213 28544 FALSO FALSO",2 04779e 18 carlos ms anda cumple tu tratamiento psicológico enfermo de m 24 04 2026 16 26 0 0 0 0 0 3 clase trabajadora aliancista ateo y renegón falso 20 03 2010 16 01 lima peru 581 1343 130482 2213 28544 falso falso,negativo,-0.4444
432,,2026-06-17,"2,04481E+18 Deporte Total Hablo el enfermo que hizo de Palacio un chongo apoyando a otro payaso. 16/04/2026 10:54 0 0 0 0 0 14 Deporte Total ? | Medio digital de fútbol | Actualidad, análisis y comunidad global ???? | Contacto: somosdeporte91.com FALSO 01/05/2024 14:43 Perú 7621 8051 6496 314 20167 FALSO VERDADERO",2 04481e 18 deporte total hablo el enfermo que hizo de palacio un chongo apoyando a otro payaso 16 04 2026 10 54 0 0 0 0 0 14 deporte total medio digital de fútbol actualidad análisis y comunidad global contacto somosdeporte91 com falso 01 05 2024 14 43 perú 7621 8051 6496 314 20167 falso verdadero,negativo,-0.7018
433,,2026-06-17,"2,04531E+18 Juanca Echevarría Qué se puede esperar de un violdr? Entraste como accssotario al Congreso y de corriptp llegaate al poder, y ahora crees que tu voz importa. Vergüenza me debería dar, pues fiiste echado x delincuent. 17/04/2026 20:14 0 0 0 0 0 115 Economista de profesión, intelectual por vocación. FALSO 01/08/2014 13:18 125 887 6897 130 11110 FALSO FALSO",2 04531e 18 juanca echevarría qué se puede esperar de un violdr entraste como accssotario al congreso y de corriptp llegaate al poder y ahora crees que tu voz importa vergüenza me debería dar pues fiiste echado x delincuent 17 04 2026 20 14 0 0 0 0 0 115 economista de profesión intelectual por vocación falso 01 08 2014 13 18 125 887 6897 130 11110 falso falso,negativo,-0.2899
434,,2026-06-17,"2,04536E+18 jacquelin Ya va a caer pajeri 17/04/2026 23:42 0 0 0 0 0 7 Soy diseñadora de interiores. Uso solo este medio para dar opiniones. FALSO 13/11/2009 16:35 Lima 25 353 1197 11 560 FALSO FALSO",2 04536e 18 jacquelin ya va a caer pajeri 17 04 2026 23 42 0 0 0 0 0 7 soy diseñadora de interiores uso solo este medio para dar opiniones falso 13 11 2009 16 35 lima 25 353 1197 11 560 falso falso,negativo,-0.6667
