id,texto,fecha,usuario
251,"ONPE"" 16/04/2026 10:41 0 0 0 2 0 105 FALSO 09/04/2015 19:47 51 111 16165 243 8620 FALSO FALSO",2026-06-17,
252,"2,0448E+18 Milagros Por este tipo de comentarios, qué bueno que te vacaron ?? 16/04/2026 10:22 0 0 0 2 0 32 ??????? FALSO 10/09/2011 15:29 Peru 707 1807 129732 604 42363 FALSO FALSO",2026-06-17,
253,"2,04478E+18 cints 23|04 ???? ???????????? ???? ?????? "" Norma Yarrow te saco Jeri.......iiiii",2026-06-17,
254,"Tu olvidas pero por eso perdió muchos votos RLA"" 16/04/2026 9:08 0 0 0 2 0 283 ""Army de corazón y",2026-06-17,
255,"Cryboyer que tuvo la dicha de conocer, abrazar y saludar a su emo fav "" VERDADERO 30/09/2023 18:43 Somewhere 65 132 22042 204 5240 FALSO FALSO",2026-06-17,
256,"2,04479E+18 Carlos Sánchez "" Todavía no abren el Troca?",2026-06-17,
257,"Se ve que estás aburrido."" 16/04/2026 9:40 0 0 0 2 0 11 La literatura y la música son necesarias para la felicidad. FALSO 08/02/2011 12:25 Lima, Peru 566 217 129101 153 5558 FALSO FALSO",2026-06-17,
258,"2,04479E+18 Miguel Torres 16/04/2026 9:45 0 0 0 2 0 18 FALSO 26/02/2022 23:45 47 630 4936 640 1923 FALSO FALSO",2026-06-17,
259,"2,04481E+18 Carlos A. RLA solo tiene representación en Lima ¿Cómo va a representar bien al país? 16/04/2026 11:07 0 0 0 2 0 34 Derecho Constitucional, DDHH, Bioética y Derecho Sanitario ???????? FALSO 29/01/2013 9:41 1019 3851 60887 613 26467 FALSO FALSO",2026-06-17,
260,"2,04479E+18 ???? Z ???? "" Oe cagada tu opinión no importa ????",2026-06-17,
261,Ya sabemos que fuiste y sigues siendo un títere rastrero de Keiko y su argolla como lo es el cerdo inepto,2026-06-17,
262,"Así que deja que los peruanos votemos por quien creamos, no mendigues votos payaso de M ????"" 16/04/2026 9:46 0 0 0 2 0 123 ""Huaracino ??? Sanmarquino.Amo el rock??el terror??lo paranormal?? y la geopolítica??",2026-06-17,
263,"ANTI fujimorista,DBA e IBA,no soy izquierdista troll??Alianza??????"" VERDADERO 02/03/2022 0:48 35 119 3332 1033 7644 FALSO FALSO",2026-06-17,
264,"2,04478E+18 Filósofo de la Calle Calla ctm 16/04/2026 9:28 0 0 0 2 0 28 Trolleo, Me indigno y Opino de lo que Te Gusta y de lo que No ....... AL?? tlv FALSO 25/06/2009 14:08 Lima Norte ?? 908 2185 1356 907 86580 FALSO FALSO",2026-06-17,
265,"2,0448E+18 FREEDOM Te esperamos en las próximas elecciones, presi. ?? 16/04/2026 10:26 0 0 0 2 0 22 Mejor producto del capitalismo. Consumo y comparto: filosofía, política y economía. FALSO 24/01/2017 0:21 Lima, Peru 620 1417 169421 713 31647 FALSO FALSO",2026-06-17,
266,"2,04487E+18 Juan Cure Bazalar 16/04/2026 15:06 1 0 0 2 1 218 Veraz FALSO 14/04/2020 15:07 Lima, Peru 13 177 2948 582 1378 FALSO FALSO",2026-06-17,
267,"2,04501E+18 Jorcarde Escucha pajero lobbista: métete tus palabras por el orto. Tuviste la oportunidad de trabajar por el Perú y perdiste el tiempo entre busconas y chinos mafiosos. 17/04/2026 0:28 0 0 0 2 0 186 VERDADERO 23/09/2012 18:52 121 1362 24693 457 16749 FALSO FALSO",2026-06-17,
268,"2,04486E+18 Jheferson Fv Claro jeri ,te haremos caso por que haces lobby con los chinos ,claro que si, sin contar que eres un Pajero ?? 16/04/2026 14:10 0 0 0 2 1 323 VERDADERO 15/11/2021 15:30 0 10 836 36 313 FALSO FALSO",2026-06-17,
269,"2,04523E+18 Iam Yorsh18 ESTE SOLO ENTIENDE SI EN EL VIDEO SALE UNA FLACA MOSTRANDO LAS TETAS O EL CULO . rafael lopez aliaga no es representativo del PAIS LO ES DE LIMA Y DE LA CLASE ACOMODADA . fijate region por region quin gano , y vuelve a escribir tu post 17/04/2026 15:07 0 0 0 2 0 161 FALSO 31/01/2022 6:12 0 23 340 55 817 FALSO FALSO",2026-06-17,
270,"2,04483E+18 UnaAlienConVida Calla pajero pendejo, claro que prefieres que entre Porky, que es de tu misma calaña para mantenerte en la impunidad. Acosador y violador impresentable 16/04/2026 12:13 0 0 0 2 0 557 FALSO 26/03/2024 0:00 0 9 1847 0 203 FALSO FALSO",2026-06-17,
271,"2,04502E+18 edwAC Oe anda sigue pajeandote 17/04/2026 0:45 0 0 1 0 0 3 FALSO 23/02/2022 15:33 La Molina, Peru 75 550 32801 10682 27382 FALSO FALSO",2026-06-17,
272,"2,04479E+18 Martín Vargas Estrada "" Sí, que pase a 2V un candidato que amenaza sodomizar al Pdte del JNE porque el conteo no le favorece en determinado momento es lo que necesitamos.",2026-06-17,
273,"IMBÉCIL."" 16/04/2026 9:45 1 0 0 1 0 82 ""Psicólogo social, MBA, Diplomado en Coaching, Docente Universitario, 30 años en RRHH, data science, asesoría académica y psicometría.",2026-06-17,
274,"""""De omnibus dubitandum"""""" VERDADERO 25/12/2025 14:09 Toronto, Ontario 134 574 3983 112 3812 FALSO VERDADERO",2026-06-17,
275,"2,04484E+18 Veri ?? Los miserables no opinan! ?? 16/04/2026 13:12 0 0 0 1 0 27 FALSO 14/10/2013 3:58 971 206 18730 66 2292 FALSO FALSO",2026-06-17,
276,"2,04495E+18 Antony Teddy Con que moral das un mensaje, si eres igual que los demás políticos que defraudaron al Perú, es repudiable tener personas de este nivel 16/04/2026 20:22 0 0 0 1 0 311 FALSO 04/08/2023 18:11 Lima 2 34 0 15 119 FALSO FALSO",2026-06-17,
277,"2,04484E+18 AB A quien le importa lo que tu desees? 16/04/2026 13:02 0 0 0 1 0 4 FALSO 04/11/2009 11:49 -12.132329,-76.985229 72 1324 26809 262 3726 FALSO FALSO",2026-06-17,
278,"2,04479E+18 Ale GR. 16/04/2026 9:44 0 0 0 1 0 63 ""Mostly retuits. Gatitos, historia, mapas, política, economía, curiosidades y los infaltables memes.",2026-06-17,
279,"Psicóloga y psicoterapeuta"" FALSO 20/06/2012 16:02 Ser-En-El-Mundo 313 282 7783 160 5049 FALSO FALSO",2026-06-17,
280,"2,0448E+18 Rafael Grande Pajerí!! Con todo carajo 16/04/2026 10:33 0 0 0 1 0 37 El fútbol es el camino de la pasión ?? Insistir resistir persistir pero NUNCA desistir FALSO 10/12/2011 5:38 257 212 2013 9 783 FALSO FALSO",2026-06-17,
281,"2,04513E+18 Rocío ?? Loida ???? "" Entré pajeros se apoyan.",2026-06-17,
282,"Menos mal que no vuelves al parlamento, aunque pensándolo bien no hiciste nada reseñable por el ciudadano de a pie."" 17/04/2026 8:12 0 0 0 1 0 222 ""Licenciada en Administración de NN.II UNMSM.",2026-06-17,
283,Administrativo - Campsa Red (Repsol),2026-06-17,
284,Amante de las ???,2026-06-17,
285,"Running Girl ??????? por temporadas."" FALSO 20/02/2012 13:04 Madrid - España 53 266 12683 59 2374 FALSO FALSO",2026-06-17,
286,"2,0448E+18 "" Que tal ??! Jeri entró al congreso como reemplazo de Vizcarra y fue elegido como presidente por el peor parlamento de la historia y viene hoy """"pensar en el país"""". En el Perú comemos ?? pero marinas, no la de opiniones conchudas de personajes que nadie quiere recordar"" 16/04/2026 10:29 0 0 0 1 0 894 nace, crece, se reproduce, muere y pena FALSO 22/02/2011 13:41 del espacio exterior 28 377 1725 44 940 FALSO VERDADERO",2026-06-17,
287,"2,0448E+18 Nathali Villasante Arroyo Alo la neutralidad se acaba dd romper desde el Congreso. 16/04/2026 10:17 0 0 0 1 0 167 Librepensante #Derecho Mis opiniones #JusticiaSocial no #Corrupción e #Impunidad #Recicla #Bicentenario VERDADERO 23/11/2009 11:03 Lima , Perú 524 816 12779 293 11207 FALSO FALSO",2026-06-17,
288,"2,0448E+18 Luis Diego Cassano "" López Aliaga lo sacó y aún así no le guarda rencor, en unos meses vamos a extrañar a Jerí.",2026-06-17,
289,"Guarden tweet."" 16/04/2026 10:29 0 0 0 1 0 110 FALSO 09/08/2014 17:57 242 1273 80995 4088 23684 FALSO VERDADERO",2026-06-17,
290,"2,0448E+18 Fiorella Alguiar Apoyas a los que te pusieron en el poder y luego al ver que eres un pajero insostenible, te vacaron 16/04/2026 10:18 0 0 0 1 0 18 Ciudadana informada??? VERDADERO 21/04/2021 17:40 107 43 19883 369 20161 FALSO FALSO",2026-06-17,
291,"2,04479E+18 EDITH Jajajaja quiere un puesto ???? 16/04/2026 10:01 0 0 0 1 0 36 ?????? Orgullosa De Mi?? Peruana de Centro. #ElPeruPrimero. FALSO 28/07/2018 12:07 Lima, Peru 565 2328 102451 976 45382 FALSO FALSO",2026-06-17,
292,"2,0448E+18 ricardo barreda lope Como si la opinión de este pajero importase 16/04/2026 10:32 0 0 0 1 0 20 Administrador de empresas con mención en Finanzas (USIL) / Hincha de Universitario y padre de 02 lindos niños. FALSO 12/02/2012 23:32 Per 35 132 6393 303 8339 FALSO FALSO",2026-06-17,
293,"2,04481E+18 Gossk ???? lo q va a tocar tu puerta va a ser un encapuchado con una hoz, así q ve disfrutando lo q t queda:) 16/04/2026 10:57 0 0 0 1 0 90 ""17",2026-06-17,
294,"Soy mejor por Rubí y Mitsuri ??"" VERDADERO 24/05/2021 15:42 24 103 19152 315 4953 FALSO FALSO",2026-06-17,
295,"2,0448E+18 Caro Está buscando alianzas con el voto pajero 16/04/2026 10:36 0 0 0 1 0 37 ante el umbral del peligro no siento temor VERDADERO 18/12/2021 22:38 arequipeña, gracias a dios 722 414 117569 161 18477 FALSO FALSO",2026-06-17,
296,"2,04488E+18 Brussels_Griffon?? Fuera lobbista, sinverguenza ! 16/04/2026 15:45 0 0 0 1 0 10 Proffesionista, amante degli animali, appasionato di fotografia. ???? I?ll love my little monkey face forever. 02-24-2008 /06-30-2023 FALSO 08/10/2017 7:14 Pets heaven 1443 1119 521992 9919 291517 FALSO FALSO",2026-06-17,
297,"2,0449E+18 Luis Dulanto Con qué cara sale este tipejo a opinar si fue un presidente incluso peor que Castillo ?? Fuiste de la misma calaña que Dina y hasta más brvto que ella 16/04/2026 16:54 0 0 0 1 0 40 FALSO 19/10/2021 13:31 96 28 52108 480 14289 FALSO FALSO",2026-06-17,
298,"2,04481E+18 Dario Anda sigue pajeandote que es para lo único que sirves 16/04/2026 10:53 0 0 0 1 0 10 ""Arequipeño. Hincha de Melgar.",2026-06-17,
299,Pesimista y hombre vencido.,2026-06-17,
300,"Punk Attitude"" VERDADERO 21/01/2014 16:05 Yugoslavia 269 972 28295 1035 30125 FALSO FALSO",2026-06-17,
301,"2,04479E+18 Cosmonauta De pervertido a pervertido. Qué sorpresa! Par de enfermos. 16/04/2026 10:06 0 0 0 1 0 66 Wanka en Huancayo VERDADERO 22/09/2011 22:58 21 148 2101 187 3715 FALSO FALSO",2026-06-17,
302,"2,04481E+18 Nataly Sifuentes El descaro. ¿Pensando en el país? Ese tuvo poder y seguía en sus andadas con capucha y se pone a sugerir y recomendar. Lo bueno es que te largas del congreso ?????? 16/04/2026 11:20 0 0 0 1 0 22 Enfermera. Salubrista. Epidemióloga. FALSO 18/09/2022 8:23 Lima, Peru 194 695 68990 22 19386 FALSO FALSO",2026-06-17,
303,"2,04494E+18 Fredy Del Pino "" Tú tuviste la oportunidad de conducir el país y lo seguirías haciendo, pero te dominó tu ambición y sed de CORRUPCIÓN.",2026-06-17,
304,No eres el indicado para proponer fórmulas.,2026-06-17,
305,"Ya fuiste pajerí."" 16/04/2026 20:04 0 0 0 1 0 76 ""Abogado. Magister en Derecho Penal y Docente Univ.",2026-06-17,
306,"Es posible no concordar en opiniones, pero mantengamos prudencia.",2026-06-17,
307,"El Perú primero????????"" FALSO 13/11/2020 6:58 3995 3690 56806 295 6434 FALSO FALSO",2026-06-17,
308,"2,04483E+18 Chancho Eterno Y este jeropa? La diosa Slaanesh adoraría tus excesos s3xual3s... 16/04/2026 12:37 0 0 0 1 0 5 Campeón de Slaanesh, elegido de Fulgrim, ladrón de almas y capitán de la 13° de los Hijos del Emperador. Soy el Chancho Sempiterno, eterno en guerra y exceso. FALSO 13/04/2026 19:58 14 29 42 5 52 FALSO FALSO",2026-06-17,
309,"2,04494E+18 Denny Franklin Atoche Umbo Callate la boca ???? 16/04/2026 19:37 0 0 0 1 0 4 FALSO 02/03/2022 22:34 20 145 6025 0 47 FALSO FALSO",2026-06-17,
310,"2,0448E+18 minpao Ojalá termines preso 16/04/2026 10:15 0 0 0 1 0 11 ""Freelancer Illustrator on",2026-06-17,
311,FALSO 04/11/2010 19:31 Lima- Perú 527 2750 285259 590 69418 FALSO FALSO,2026-06-17,
312,"2,04488E+18 bernardo ramirez "" Pensando el país o, pensando en Ti?",2026-06-17,
313,"Hay personajes que no suman."" 16/04/2026 15:32 0 0 0 1 0 8 Tratar de hacer el bien hasta donde se pueda y vivir tranquilo FALSO 28/03/2010 10:39 Chorrillos, Peru 117 1385 50111 32 13628 FALSO FALSO",2026-06-17,
314,"2,04481E+18 Ca-Ta Pensando en el país???? ???????????? 16/04/2026 11:08 0 0 0 1 0 12 Qué te puedo decir. VERDADERO 26/03/2011 12:25 Lima-Perú 281 281 25270 484 18324 FALSO FALSO",2026-06-17,
315,"2,0448E+18 Martha Nos interesa un pepino lo que piense. ?? 16/04/2026 10:10 0 0 0 1 0 7 Si todos cumpliéramos con nuestro deber, seríamos una mejor Sociedad. FALSO 18/11/2013 15:27 Lima, Peru 268 178 87261 3538 41562 FALSO FALSO",2026-06-17,
316,"2,04482E+18 Clau Rafael? Jajajjajajajajajajaja 16/04/2026 11:39 0 0 0 1 1 213 Pearl jam and anything else. FALSO 23/11/2021 22:36 40 205 4419 27 1942 FALSO FALSO",2026-06-17,
317,"2,0448E+18 Zoca CALLA PAJER0 INSERVIBLE 16/04/2026 10:18 0 0 0 1 0 13 fan #1 de ex-cetra VERDADERO 19/02/2019 21:46 320 640 97194 963 43576 FALSO FALSO",2026-06-17,
318,"2,04479E+18 hysteria Pe Obvio entre violador3s se tienen que apoyar 16/04/2026 9:42 0 0 0 1 0 14 contra toda hegemonía y a favor del baje de pepa FALSO 03/01/2026 15:37 5 39 5288 23 337 FALSO FALSO",2026-06-17,
319,"2,04488E+18 t anda sigue viendo nopor nomas, pajero huevon 16/04/2026 15:57 0 0 0 1 0 4 VERDADERO 10/11/2009 13:59 133 759 91774 55 16556 FALSO FALSO",2026-06-17,
320,"2,04492E+18 Paz Tu opinión no cuenta enfermo pornográfico,eres un accidente político RECUERDE ERES UN ACCIDENTE LA MAFIA TE PUSO LA MAFIA TE QUITÓ CADAVER 16/04/2026 18:07 0 0 0 1 0 9 ""Existen dos maneras de ser engañados. Una es creer lo que no es verdad la otra es negarse a aceptar lo que si es verdad",2026-06-17,
321,"#CovidLlevatealospoliticoscorruptos"" FALSO 12/08/2012 22:16 Perú ? 1564 495 306725 11549 401530 FALSO FALSO",2026-06-17,
322,"2,04484E+18 fatima29???? calla pajero 16/04/2026 13:05 0 0 0 1 0 14 29????| A|M. ?? VERDADERO 10/03/2017 15:50 Lima, Peru 288 178 12418 215 6932 FALSO FALSO",2026-06-17,
323,"2,04493E+18 Carlos Rojas Sifuentes Pobre diablo, con esto se evidencia tu servicio al pacto mafioso. 16/04/2026 19:21 0 0 0 1 0 19 FALSO 06/11/2010 17:50 Lima 713 954 14845 12861 41497 FALSO FALSO",2026-06-17,
324,"2,0448E+18 |°?LuluaniRM.13?°| ? Que palabra tiene alguien que presuntamente convirtió palacio en un lugar de cambio de favores. Por favor tantita cara en la sangre se debe tener. Peor alguien que habla desde su privilegio por gobiernos qué fueron como el suyo tenemos que estar entre KEIKO, RLA y JP. Ineptos. 16/04/2026 10:23 0 0 0 1 0 505 ""?13?°????°? 58?",2026-06-17,
325,???MySpace???,2026-06-17,
326,"|°~ ? They don't now about us ? ~°|"" FALSO 27/01/2016 21:31 wolrdwide 79 68 16736 46 3147 FALSO FALSO",2026-06-17,
327,"2,0448E+18 .us La también vá a tocar tu puerta por violín. 16/04/2026 10:41 0 0 0 1 0 14 Somos el único periódico educativo y cultural dedicado a la Comunidad Latina del Norte de Area de la Bahía. FALSO 07/06/2016 14:12 Santa Rosa, CA 309 442 68243 5825 41095 FALSO FALSO",2026-06-17,
328,"2,0448E+18 GPALMA. Y todos los que no votamos por RLA ni KEYKO esperamos que el presidente qué pase permita que seas JUZGADO COMO TE MERECES, ningún presidente debe reunirse a escondidas con depredadores lobistas. menos un títere qué no hizo nada más que figuretear. 16/04/2026 10:42 0 0 0 1 0 90 Hombre falla del sistema mal educativo del Perú. FALSO 22/05/2014 22:28 lima Perú 27 149 628 41 764 FALSO FALSO",2026-06-17,
329,"2,04485E+18 Armando Mejor sigue viendo porno, eres un inútil. 16/04/2026 13:57 0 0 0 1 0 10 Me divierte leer tweets. VERDADERO 14/12/2022 8:22 Lima, Perú 150 699 33234 6069 16771 FALSO FALSO",2026-06-17,
330,"2,04483E+18 ORPIO Violines unidos, jamás serán vencidos. 16/04/2026 12:39 0 0 0 1 0 18 Salesiano, Ing. Ind. músico, poeta, loco. Defensor de democracia, con toda sus falencias. Irreductible luchador contra toda dictadura de derecha o de izquierda. FALSO 02/01/2019 14:22 1449 964 223772 220 38989 FALSO FALSO",2026-06-17,
331,"2,04479E+18 Manu ???? Asustado te leo 16/04/2026 9:41 0 0 0 1 0 50 De Chimbote su ??. Amo a los gatos, tengo 3 sobrinos. Drama queen ?? El universo no conspira contra ti, pero tampoco se desvía para alinear tu camino ?? VERDADERO 06/09/2009 0:14 Lima, Perú 3822 2650 1896 2301 81775 FALSO FALSO",2026-06-17,
332,"2,04495E+18 Amir Sch "" Ni así le reces a quien le reces.",2026-06-17,
333,Debes irte preso!,2026-06-17,
334,"Títere de la lujuria y la SEÑORA K 16/04/2026 20:22 1 0 0 1 0 359 ""Piloto Aviador -",2026-06-17,
335,-???????????,2026-06-17,
336,??y??,2026-06-17,
337,"Me gusta la Política, no la injusticia social.",2026-06-17,
338,"????????????????????????"" FALSO 22/04/2020 1:31 Lima, Perú 62 239 4103 229 6141 FALSO FALSO",2026-06-17,
339,"2,04479E+18 El Chico Del Pórtico 16/04/2026 9:45 0 0 0 1 0 17 """"""La tierra es ancha e infinita. cuando los hombes se juntan."""""" FALSO 30/06/2021 12:32 40 525 4012 235 10023 FALSO FALSO",2026-06-17,
340,"2,04491E+18 Gistoria. SN Pucha máquina. Para presidenta mejor hubiera estado yo. A nivel internacional RLA es un peligro y Keiko igual 16/04/2026 17:31 0 0 0 1 0 51 Por un país sin fujimoristas celestes y naranjas FALSO 20/02/2013 15:50 30 43 2670 104 937 FALSO FALSO",2026-06-17,
341,"2,04491E+18 Luzmi Fernandez Seguro que este pendeivis quiere un puesto en el estado pensando que el puerco va a ganar. Tremendo chupasangre es el pajerin 16/04/2026 17:26 0 0 0 1 0 25 FALSO 21/03/2025 8:12 29 505 1302 78 448 FALSO FALSO",2026-06-17,
342,"2,04479E+18 onkoy3 ??| ETHGas ? corrupto sádico pornográfico eres una verguenza, acusado de violador te puso de presidente la bancada de aliaga y keiko por eso los apoyas, kieres pagarte otra cirugía y liposucción 16/04/2026 9:49 0 0 0 1 0 36 VERDADERO 26/02/2020 19:16 164 3087 6162 1448 14056 FALSO FALSO",2026-06-17,
343,"2,04479E+18 Vance De verdad que debiste continuar tu para asegurar elecciones normales y transparentes Pero metiste la pata con todos esos temas, yo tenía fé en ti ahora sí pasa Sánchez nos fregamos. 16/04/2026 9:30 5 0 0 1 0 1036 Patata. FALSO 05/05/2021 14:02 37 462 35465 1224 5083 FALSO FALSO",2026-06-17,
344,"2,04479E+18 Renzo Lo que quieres QUE TE BLINDEN porque te pusiste a putear CON DINERO NUESTRO 16/04/2026 9:49 0 0 0 1 0 33 ????? Papa YA BASTA,los ciudadanos informados debemos cubrir el espacio que dejaron JUNTEMONOS en Telegram sigue FALSO 28/06/2009 19:34 En alguna parte de la Tierra 1165 2025 64004 608 67694 FALSO FALSO",2026-06-17,
345,"2,04479E+18 Lusho Cornejo 16/04/2026 9:43 0 0 0 1 0 26 FALSO 01/09/2017 21:33 275 1308 81143 1320 46786 FALSO FALSO",2026-06-17,
346,"2,04497E+18 Jhon Si te hubieras portado bien otra sería la situación ahora mismo. 16/04/2026 21:56 0 0 0 1 0 9 Si te caigo mal, es justo lo que quiero. FALSO 07/07/2012 20:07 2207 498 187197 9335 120978 FALSO FALSO",2026-06-17,
347,"2,04482E+18 María Conchita "" Equis dé violín de mierda",2026-06-17,
348,"Menos mal no estuviste en el proceso o estarías llorando fraude qué daño hiciste al país en pocas semanas hdp"" 16/04/2026 12:00 0 0 0 1 0 23 bastard of light FALSO 11/06/2021 17:21 68 326 39148 887 10649 FALSO FALSO",2026-06-17,
349,"2,0448E+18 Pedro B. "" Pensando en tu bolsillo y tus deseos carnales, querrás decir.",2026-06-17,
350,"Títere de Fujimori, herramienta del pacto."" 16/04/2026 10:16 0 0 0 1 0 46 ""Poseo conocimientos que hacen más fácil de llevar la vida.",2026-06-17,
351,"Electrónico. ??"" VERDADERO 16/05/2011 18:54 Perú 307 1288 60428 5241 48701 FALSO FALSO",2026-06-17,
352,"2,04479E+18 Chiwako Pajerin, con plata ajena 16/04/2026 9:50 0 0 0 1 0 17 ""Cóndor-Eagle & Pachamama",2026-06-17,
353,"Túpac Amaru,Gerónimo,Lautaro",2026-06-17,
354,"Scorza,Galeano,Sartre, Wankar",2026-06-17,
355,"Huayno,PowWow, Ópera, Chasse, pêche",2026-06-17,
356,"Filmmaking, periodismo, Photographie"" FALSO 09/04/2010 16:01 Rancas,Pasco,Perú Listuguj,Mi'gmaqi, Canada 889 990 37020 4467 56588 FALSO FALSO",2026-06-17,
357,"2,04484E+18 M. Que concha se carga el Pajeri 16/04/2026 13:20 0 0 0 1 0 9 ?? VERDADERO 21/05/2011 13:11 Peru 19 95 12181 33 2714 FALSO FALSO",2026-06-17,
358,"2,04479E+18 Richard Ramirez????? Que xuxa tuiteas desde un telo de Rizzo, parroquiano. 16/04/2026 9:35 0 0 0 1 0 17 Coleccionista de Comics. FALSO 09/05/2014 0:40 Lima, Peru 307 481 159131 1012 69933 FALSO FALSO",2026-06-17,
359,"2,04482E+18 De la A hasta la Z Silencio pajero? violín no mata a violín, no? 16/04/2026 11:35 1 0 0 1 0 20 Striker? y dale U ???? FALSO 11/02/2011 17:12 544 444 195736 840 31389 FALSO FALSO",2026-06-17,
360,"2,04486E+18 Gabych?? El país está súper dividido debido a las indiferencias, ¿qué nos garantiza que personas como esos dos candidatos nos darán algún cambio?, ya llevan varios años en la política y lo único que han hecho es obrar mal en la cara de todos nosotros. 16/04/2026 14:30 0 0 0 1 0 366 Mi sueño es comer una torta de causa | she/her ???? FALSO 16/05/2021 19:04 4 163 14044 17 3245 FALSO FALSO",2026-06-17,
361,"2,04479E+18 PapaLisa 16/04/2026 9:45 1 0 0 1 0 518 ""Recepcionista en Lanzarote",2026-06-17,
362,"Cat lover, aprendiz de bartender y locro arequipeño lover"" VERDADERO 28/05/2009 18:53 66 343 17602 157 3679 FALSO FALSO",2026-06-17,
363,"2,0448E+18 rurhttt Calla cachero 16/04/2026 10:24 0 0 0 1 0 7 ""20 yo",2026-06-17,
364,"????"" FALSO 08/07/2024 10:56 20 52 16860 10 1035 FALSO FALSO",2026-06-17,
365,"2,0451E+18 Estrella Cordova anda pa allá, oye. Continúa cobrando por el lobby 17/04/2026 6:38 0 0 0 1 0 305 FALSO 16/02/2020 21:12 12 229 10902 38 3642 FALSO FALSO",2026-06-17,
366,"2,04497E+18 Jhonny Howleet Fuera conchetumare volviste palacio de gobierno tu telo personal y enriqueciste a tus prostitutas con el dinero del pueblo mejor cierra a tu cuenta mierda el pais te repudia. Solo eres uno más de los tantos políticos corruptos, traidores a la patria y a la gente. 16/04/2026 21:26 0 0 0 1 0 49 Nuevo inicio VERDADERO 13/04/2022 9:18 7 165 2092 185 3232 FALSO FALSO",2026-06-17,
367,"2,04482E+18 Carlos Amagi Por tu culpa, pajero imbécil, otros imbéciles te destituyeron. 16/04/2026 11:40 0 0 0 1 0 17 Libertad ? Equilibrio ? Nullius in Verba FALSO 02/04/2020 11:45 437 1816 25631 1217 9769 FALSO FALSO",2026-06-17,
368,"2,04479E+18 ManUel ArrUnátegui JUarez Difícil leer cualquier opinión suya. 16/04/2026 9:50 0 0 0 1 0 8 Chalaco. Arquitecto (UNFV) y Bach. Matemáticas (UNSLG). La LEALTAD no se negocia. Amante del futbol. Hincha de Universitario. Debemos enseñar lo que sabemos. FALSO 01/07/2014 19:14 103 398 11970 305 11308 FALSO FALSO",2026-06-17,
369,"2,04481E+18 Diana Torres Aquino Cómo va tu caso del prostipalacio? Ya allanaron tu casa? 16/04/2026 10:47 0 0 0 1 0 18 ""Feliz mami de Cielo ? Administradora? amante de la reposteria y las flores ??????",2026-06-17,
370,"Para generar un pedido de pastel ??"" FALSO 12/07/2020 10:08 Breña - Lima 74 381 6506 342 1401 FALSO FALSO",2026-06-17,
371,"2,04479E+18 Alcón Blanco Ya llegará tu hora, falta poco ntp. Corrupto hijo de puta el daño que le haces al país. Te asusta no ! 16/04/2026 9:37 0 0 0 1 0 6 Emprendedor que apuesta por el Perú - Cajamarca. VERDADERO 03/02/2011 23:10 Lima, Peru 141 1209 37607 143 4375 FALSO FALSO",2026-06-17,
372,"2,04496E+18 Kassandra ?? No debieron vacarte!!!! Es inconstitucional, pero qué se puede esperar de un zurdo terrorista de estado? En realidad se disfrazan de comunistas, pero lo que son, es una manga de rateros sin precedentes. 16/04/2026 20:54 4 0 0 1 0 456 ""28",2026-06-17,
373,Lima ??,2026-06-17,
374,"En una kuikuición con Dudu"" VERDADERO 07/04/2022 16:43 Lima, Peru 60 204 15272 41 2512 FALSO FALSO",2026-06-17,
375,"2,04498E+18 Rpmatos "" Otro bufón d la derecha q quiere darnos clase de moral y buenas prácticas democráticas",2026-06-17,
376,"Payaso lobista q ahora se atreve a proponer a sus compinches de la derecha como opción salvadora para el Perú. Para que? Para q siga la farra y la ratería del pacto mafioso del que fuiste parte"" 16/04/2026 22:18 0 0 0 1 0 193 FALSO 28/11/2010 22:59 60 207 12410 530 3675 FALSO FALSO",2026-06-17,
377,"2,0448E+18 explorando el universo infinito X Regresa jeri 16/04/2026 10:32 0 0 0 1 0 12 Salír a caminar conectarme con la madre tierra y el universo VERDADERO 27/10/2021 11:17 2058 3959 333515 12 283935 FALSO FALSO",2026-06-17,
378,"2,0449E+18 ???? Percy Aurelio ???? Y Dale U ? 29 Calla títere de Fujimorismo 16/04/2026 17:02 0 0 0 1 0 8 NO EXISTE MEJOR REGALO QUE APROVECHAR CADA INSTANTE DE TU VIDA CON UNA SONRISA VERDADERO 13/02/2010 21:22 Peru - Lima 124 797 5874 238 4041 FALSO FALSO",2026-06-17,
379,"2,04479E+18 Luis Pauyac 3 millones (max) de votos no es la representación de un pais. Estariamos en segunda vuelta con las dos personas que siguen haciendo leyes a beneficio propio. Este desastre de elecciones es obra de esos 2. Pero es mucho razonamiento para un simple titere de dicha mafia.Adios Jeri 16/04/2026 9:48 0 0 0 1 0 757 FALSO 05/12/2011 20:13 20 5 1645 16 289 FALSO FALSO",2026-06-17,
380,"2,04487E+18 Eduardo Arens "" Todo pudo ser limpio si te hubieras quedado tranquilo.",2026-06-17,
381,"No me caes mal, pero pudiste madurar y no cagarla.",2026-06-17,
382,No dar motivos para que un tipo con cero equilibrio mental y madurez política te vacara.,2026-06-17,
383,"Espero hayas aprendido de tus errores y RLA algún día aprenda de los suyos, lo dudo"" 16/04/2026 15:10 0 0 0 1 0 56 FALSO 02/07/2023 16:43 162 108 29752 215 33248 FALSO FALSO",2026-06-17,
